Abstract from facility WITHOUT CoC accreditation/All Sites/Age-Standardized Life,,,,,,,,,,,,,,
,,Alive at, ,Lost to ,Observed,Observed,Expected,Expected,Relative,Relative,SE Obs,SE Obs,SE Rel,SE Rel
,Confidence interval:  Log(-Log()) Transformation.  The level is 95%.,,,,,,,,,,,,,
,Actuarial method.  Ederer II method used for cumulative expected.,,,,,,,,,,,,,
  *,The relative survival is over 100 percent and has been adjusted.,,,,,,,,,,,,,
  #,The relative cumulative survival increased from a prior interval and has been adjusted.,,,,,,,,,,,,,
  +,The statistic could not be calculated.,,,,,,,,,,,,,
  @,The width of the confidence interval is more than 25% larger than if the normal approximation was applied.,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NON-ANALYTIC abstract from facility WITH CoC accreditation/Pleura/All Included Ages (System Generated),,,,,,,,,,,,,,
,,Alive at, ,Lost to ,Observed,Observed,Expected,Expected,Relative,Relative,SE Obs,SE Obs,SE Rel,SE Rel
,,Start,Died,Follow-up,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum
1,< 1 mo,5,0,0,100.00%,100.00%,99.80%,99.80%,100.0000%*,100.0000%*,0.00%,0.00%,0.00%,0.00%
2,1-<2 mo,5,0,0,100.00%,100.00%,99.80%,99.59%,100.0000%*,100.0000%*#,0.00%,0.00%,0.00%,0.0000%#
3,2-<3 mo,5,0,0,100.00%,100.00%,99.80%,99.39%,100.0000%*,100.0000%*#,0.00%,0.00%,0.00%,0.0000%#
4,3-<4 mo,5,0,0,100.00%,100.00%,99.80%,99.18%,100.0000%*,100.0000%*#,0.00%,0.00%,0.00%,0.0000%#
5,4-<5 mo,5,0,0,100.00%,100.00%,99.80%,98.98%,100.0000%*,100.0000%*#,0.00%,0.00%,0.00%,0.0000%#
6,5-<6 mo,5,0,0,100.00%,100.00%,99.80%,98.78%,100.0000%*,100.0000%*#,0.00%,0.00%,0.00%,0.0000%#
7,6-<7 mo,5,0,0,100.00%,100.00%,99.80%,98.58%,100.0000%*,100.0000%*#,0.00%,0.00%,0.00%,0.0000%#
8,7-<8 mo,5,0,0,100.00%,100.00%,99.80%,98.37%,100.0000%*,100.0000%*#,0.00%,0.00%,0.00%,0.0000%#
9,8-<9 mo,5,0,0,100.00%,100.00%,99.80%,98.17%,100.0000%*,100.0000%*#,0.00%,0.00%,0.00%,0.0000%#
10,9-<10 mo,5,0,0,100.00%,100.00%,99.80%,97.97%,100.0000%*,100.0000%*#,0.00%,0.00%,0.00%,0.0000%#
11,10-<11 mo,5,0,1,100.00%,100.00%,99.80%,97.77%,100.0000%*,100.0000%*#,0.00%,0.00%,0.00%,0.0000%#
12,11-<12 mo,4,0,0,100.00%,100.00%,99.86%,97.63%,100.0000%*,100.0000%*#,0.00%,0.00%,0.00%,0.0000%#
13,12-<13 mo,4,0,1,100.00%,100.00%,99.85%,97.49%,100.0000%*,100.0000%*#,0.00%,0.00%,0.00%,0.0000%#
14,13-<14 mo,3,0,1,100.00%,100.00%,99.84%,97.33%,100.0000%*,100.0000%*#,0.00%,0.00%,0.00%,0.0000%#
15,14-<15 mo,2,1,0,50.00%,50.00%,99.78%,97.12%,50.11%,51.48%,35.36%,35.36%,35.43%,36.40%
16,15-<16 mo,1,0,0,100.00%,50.00%,99.94%,97.06%,100.0000%*,51.4841%#,0.00%,35.36%,0.00%,36.4047%#
17,16-<17 mo,1,0,0,100.00%,50.00%,99.94%,97.01%,100.0000%*,51.4841%#,0.00%,35.36%,0.00%,36.4047%#
18,17-<18 mo,1,0,0,100.00%,50.00%,99.94%,96.95%,100.0000%*,51.4841%#,0.00%,35.36%,0.00%,36.4047%#
19,18-<19 mo,1,0,0,100.00%,50.00%,99.94%,96.90%,100.0000%*,51.4841%#,0.00%,35.36%,0.00%,36.4047%#
20,19-<20 mo,1,0,0,100.00%,50.00%,99.94%,96.84%,100.0000%*,51.4841%#,0.00%,35.36%,0.00%,36.4047%#
21,20-<21 mo,1,0,1,+,+,99.94%,96.79%,+,+,+,+,+,+
,,,,,,,,,,,,,,
,Median survival time (interval = 1 month):  Observed = 15 intervals; Relative is greater than 24 intervals.,,,,,,,,,,,,,
,Confidence interval:  Log(-Log()) Transformation.  The level is 95%.,,,,,,,,,,,,,
,Actuarial method.  Ederer II method used for cumulative expected.,,,,,,,,,,,,,
  *,The relative survival is over 100 percent and has been adjusted.,,,,,,,,,,,,,
  #,The relative cumulative survival increased from a prior interval and has been adjusted.,,,,,,,,,,,,,
  +,The statistic could not be calculated.,,,,,,,,,,,,,
  @,The width of the confidence interval is more than 25% larger than if the normal approximation was applied.,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"NON-ANALYTIC abstract from facility WITH C.../Trachea, Mediastinum and Other Respirato.../All Included Ages (System Generated)",,,,,,,,,,,,,,
,,Alive at, ,Lost to ,Observed,Observed,Expected,Expected,Relative,Relative,SE Obs,SE Obs,SE Rel,SE Rel
,,Start,Died,Follow-up,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum
1,< 1 mo,21,2,2,90.00%,90.00%,99.90%,99.90%,90.09%,90.09%,6.71%,6.71%,6.72%,6.72%
2,1-<2 mo,17,2,1,87.88%,79.09%,99.92%,99.82%,87.95%,79.23%,8.03%,9.33%,8.04%,9.35%
3,2-<3 mo,14,0,2,100.00%,79.09%,99.93%,99.75%,100.0000%*,79.2341%#,0.00%,9.33%,0.00%,9.3466%#
4,3-<4 mo,12,1,0,91.67%,72.50%,99.92%,99.66%,91.74%,72.74%,7.98%,10.63%,7.99%,10.66%
5,4-<5 mo,11,0,1,100.00%,72.50%,99.91%,99.57%,100.0000%*,72.7449%#,0.00%,10.63%,0.00%,10.6642%#
6,5-<6 mo,10,1,0,90.00%,65.25%,99.90%,99.48%,90.09%,65.59%,9.49%,11.78%,9.50%,11.84%
7,6-<7 mo,9,0,1,100.00%,65.25%,99.90%,99.38%,100.0000%*,65.5928%#,0.00%,11.78%,0.00%,11.8434%#
8,7-<8 mo,8,0,2,100.00%,65.25%,99.89%,99.27%,100.0000%*,65.5928%#,0.00%,11.78%,0.00%,11.8434%#
9,8-<9 mo,6,0,0,100.00%,65.25%,99.89%,99.17%,100.0000%*,65.5928%#,0.00%,11.78%,0.00%,11.8434%#
10,9-<10 mo,6,0,1,100.00%,65.25%,99.89%,99.06%,100.0000%*,65.5928%#,0.00%,11.78%,0.00%,11.8434%#
11,10-<11 mo,5,0,0,100.00%,65.25%,99.90%,98.96%,100.0000%*,65.5928%#,0.00%,11.78%,0.00%,11.8434%#
12,11-<12 mo,5,0,0,100.00%,65.25%,99.90%,98.85%,100.0000%*,65.5928%#,0.00%,11.78%,0.00%,11.8434%#
13,12-<13 mo,5,0,1,100.00%,65.25%,99.89%,98.74%,100.0000%*,65.5928%#,0.00%,11.78%,0.00%,11.8434%#
14,13-<14 mo,4,0,1,100.00%,65.25%,99.86%,98.60%,100.0000%*,65.5928%#,0.00%,11.78%,0.00%,11.8434%#
15,14-<15 mo,3,0,0,100.00%,65.25%,99.87%,98.47%,100.0000%*,65.5928%#,0.00%,11.78%,0.00%,11.8434%#
16,15-<16 mo,3,1,1,60.00%,39.15%,99.87%,98.34%,60.08%,39.81%,30.98%,21.42%,31.02%,21.78%
17,16-<17 mo,1,0,0,100.00%,39.15%,99.93%,98.27%,100.0000%*,39.8102%#,0.00%,21.42%,0.00%,21.7784%#
18,17-<18 mo,1,0,0,100.00%,39.15%,99.93%,98.21%,100.0000%*,39.8102%#,0.00%,21.42%,0.00%,21.7784%#
19,18-<19 mo,1,0,0,100.00%,39.15%,99.93%,98.14%,100.0000%*,39.8102%#,0.00%,21.42%,0.00%,21.7784%#
20,19-<20 mo,1,0,0,100.00%,39.15%,99.93%,98.07%,100.0000%*,39.8102%#,0.00%,21.42%,0.00%,21.7784%#
21,20-<21 mo,1,0,0,100.00%,39.15%,99.93%,98.00%,100.0000%*,39.8102%#,0.00%,21.42%,0.00%,21.7784%#
22,21-<22 mo,1,0,1,+,+,99.93%,97.93%,+,+,+,+,+,+
,,,,,,,,,,,,,,
,Median survival time (interval = 1 month):  Observed = 15.5843 intervals; Relative = 15.6148 intervals.,,,,,,,,,,,,,
,Confidence interval:  Log(-Log()) Transformation.  The level is 95%.,,,,,,,,,,,,,
,Actuarial method.  Ederer II method used for cumulative expected.,,,,,,,,,,,,,
  *,The relative survival is over 100 percent and has been adjusted.,,,,,,,,,,,,,
  #,The relative cumulative survival increased from a prior interval and has been adjusted.,,,,,,,,,,,,,
  +,The statistic could not be calculated.,,,,,,,,,,,,,
  @,The width of the confidence interval is more than 25% larger than if the normal approximation was applied.,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NON-ANALYTIC abstract from facility WITH CoC accreditation/Bones and Joints/All Included Ages (System Generated),,,,,,,,,,,,,,
,,Alive at, ,Lost to ,Observed,Observed,Expected,Expected,Relative,Relative,SE Obs,SE Obs,SE Rel,SE Rel
,,Start,Died,Follow-up,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum
1,< 1 mo,108,1,5,99.05%,99.05%,99.85%,99.85%,99.20%,99.20%,0.94%,0.94%,0.94%,0.94%
2,1-<2 mo,102,2,9,97.95%,97.02%,99.84%,99.69%,98.10%,97.32%,1.44%,1.70%,1.44%,1.70%
3,2-<3 mo,91,1,5,98.87%,95.92%,99.85%,99.54%,99.02%,96.37%,1.12%,2.00%,1.13%,2.01%
4,3-<4 mo,85,2,1,97.63%,93.65%,99.85%,99.39%,97.78%,94.22%,1.65%,2.52%,1.66%,2.53%
5,4-<5 mo,82,0,5,100.00%,93.65%,99.86%,99.25%,100.0000%*,94.2245%#,0.00%,2.52%,0.00%,2.5310%#
6,5-<6 mo,77,0,7,100.00%,93.65%,99.88%,99.13%,100.0000%*,94.2245%#,0.00%,2.52%,0.00%,2.5310%#
7,6-<7 mo,70,1,10,98.46%,92.21%,99.87%,99.00%,98.59%,93.14%,1.53%,2.86%,1.53%,2.89%
8,7-<8 mo,59,3,2,94.83%,87.44%,99.86%,98.87%,94.96%,88.45%,2.91%,3.81%,2.91%,3.86%
9,8-<9 mo,54,0,1,100.00%,87.44%,99.88%,98.75%,100.0000%*,88.4453%#,0.00%,3.81%,0.00%,3.8576%#
10,9-<10 mo,53,2,4,96.08%,84.01%,99.88%,98.64%,96.19%,85.18%,2.72%,4.37%,2.72%,4.43%
11,10-<11 mo,47,2,4,95.56%,80.28%,99.88%,98.51%,95.67%,81.49%,3.07%,4.91%,3.08%,4.98%
12,11-<12 mo,41,0,4,100.00%,80.28%,99.91%,98.43%,100.0000%*,81.4920%#,0.00%,4.91%,0.00%,4.9812%#
13,12-<13 mo,37,1,3,97.18%,78.02%,99.91%,98.34%,97.27%,79.33%,2.78%,5.26%,2.78%,5.35%
14,13-<14 mo,33,0,6,100.00%,78.02%,99.91%,98.25%,100.0000%*,79.3328%#,0.00%,5.26%,0.00%,5.3529%#
15,14-<15 mo,27,0,3,100.00%,78.02%,99.90%,98.16%,100.0000%*,79.3328%#,0.00%,5.26%,0.00%,5.3529%#
16,15-<16 mo,24,0,2,100.00%,78.02%,99.92%,98.07%,100.0000%*,79.3328%#,0.00%,5.26%,0.00%,5.3529%#
17,16-<17 mo,22,0,2,100.00%,78.02%,99.91%,97.99%,100.0000%*,79.3328%#,0.00%,5.26%,0.00%,5.3529%#
18,17-<18 mo,20,1,3,94.59%,73.80%,99.90%,97.89%,94.69%,75.39%,5.26%,6.45%,5.26%,6.59%
19,18-<19 mo,16,1,3,93.10%,68.71%,99.89%,97.79%,93.20%,70.27%,6.65%,7.76%,6.66%,7.93%
20,19-<20 mo,12,0,2,100.00%,68.71%,99.95%,97.74%,100.0000%*,70.2667%#,0.00%,7.76%,0.00%,7.9343%#
21,20-<21 mo,10,0,2,100.00%,68.71%,99.94%,97.68%,100.0000%*,70.2667%#,0.00%,7.76%,0.00%,7.9343%#
22,21-<22 mo,8,0,3,100.00%,68.71%,99.93%,97.61%,100.0000%*,70.2667%#,0.00%,7.76%,0.00%,7.9343%#
23,22-<23 mo,5,0,3,100.00%,68.71%,99.94%,97.56%,100.0000%*,70.2667%#,0.00%,7.76%,0.00%,7.9343%#
24,23-<24 mo,2,0,2,+,+,99.87%,97.43%,+,+,+,+,+,+
,,,,,,,,,,,,,,
,Median survival time (interval = 1 month):  Observed is greater than 24 intervals; Relative is greater than 24 intervals.,,,,,,,,,,,,,
,Confidence interval:  Log(-Log()) Transformation.  The level is 95%.,,,,,,,,,,,,,
,Actuarial method.  Ederer II method used for cumulative expected.,,,,,,,,,,,,,
  *,The relative survival is over 100 percent and has been adjusted.,,,,,,,,,,,,,
  #,The relative cumulative survival increased from a prior interval and has been adjusted.,,,,,,,,,,,,,
  +,The statistic could not be calculated.,,,,,,,,,,,,,
  @,The width of the confidence interval is more than 25% larger than if the normal approximation was applied.,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NON-ANALYTIC abstract from facility WITH CoC accreditation/Soft Tissue including Heart/All Included Ages (System Generated),,,,,,,,,,,,,,
,,Alive at, ,Lost to ,Observed,Observed,Expected,Expected,Relative,Relative,SE Obs,SE Obs,SE Rel,SE Rel
,,Start,Died,Follow-up,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum
1,< 1 mo,281,12,14,95.62%,95.62%,99.79%,99.79%,95.82%,95.82%,1.24%,1.24%,1.24%,1.24%
2,1-<2 mo,255,13,6,94.84%,90.69%,99.80%,99.60%,95.03%,91.05%,1.39%,1.77%,1.40%,1.78%
3,2-<3 mo,236,9,8,96.12%,87.17%,99.82%,99.42%,96.30%,87.68%,1.27%,2.06%,1.27%,2.07%
4,3-<4 mo,219,8,8,96.28%,83.93%,99.82%,99.24%,96.46%,84.57%,1.29%,2.28%,1.29%,2.30%
5,4-<5 mo,203,6,7,96.99%,81.40%,99.82%,99.06%,97.17%,82.18%,1.21%,2.43%,1.21%,2.45%
6,5-<6 mo,190,6,5,96.80%,78.80%,99.82%,98.88%,96.98%,79.69%,1.29%,2.58%,1.29%,2.60%
7,6-<7 mo,179,5,12,97.11%,76.52%,99.83%,98.71%,97.28%,77.52%,1.27%,2.70%,1.28%,2.73%
8,7-<8 mo,162,2,5,98.75%,75.56%,99.84%,98.55%,98.90%,76.67%,0.88%,2.75%,0.88%,2.79%
9,8-<9 mo,155,6,10,96.00%,72.54%,99.85%,98.40%,96.14%,73.72%,1.60%,2.90%,1.60%,2.95%
10,9-<10 mo,139,2,7,98.52%,71.47%,99.85%,98.26%,98.67%,72.74%,1.04%,2.95%,1.04%,3.01%
11,10-<11 mo,130,4,9,96.81%,69.19%,99.85%,98.11%,96.96%,70.52%,1.57%,3.07%,1.57%,3.13%
12,11-<12 mo,117,1,7,99.12%,68.58%,99.85%,97.96%,99.27%,70.01%,0.88%,3.10%,0.88%,3.17%
13,12-<13 mo,109,5,4,95.33%,65.38%,99.83%,97.79%,95.49%,66.85%,2.04%,3.27%,2.04%,3.35%
14,13-<14 mo,100,1,9,98.95%,64.69%,99.85%,97.65%,99.10%,66.25%,1.04%,3.31%,1.04%,3.39%
15,14-<15 mo,90,2,13,97.60%,63.14%,99.85%,97.50%,97.75%,64.76%,1.67%,3.41%,1.68%,3.49%
16,15-<16 mo,75,2,7,97.20%,61.37%,99.84%,97.34%,97.36%,63.05%,1.95%,3.53%,1.95%,3.63%
17,16-<17 mo,66,1,6,98.41%,60.40%,99.87%,97.22%,98.54%,62.13%,1.57%,3.61%,1.58%,3.71%
18,17-<18 mo,59,3,12,94.34%,56.98%,99.88%,97.10%,94.45%,58.68%,3.17%,3.91%,3.18%,4.02%
19,18-<19 mo,44,1,8,97.50%,55.56%,99.87%,96.97%,97.63%,57.29%,2.47%,4.06%,2.47%,4.19%
20,19-<20 mo,35,3,10,90.00%,50.00%,99.85%,96.83%,90.13%,51.64%,5.48%,4.76%,5.49%,4.91%
21,20-<21 mo,22,0,7,100.00%,50.00%,99.81%,96.65%,100.0000%*,51.6388%#,0.00%,4.76%,0.00%,4.9117%#
22,21-<22 mo,15,2,4,84.62%,42.31%,99.84%,96.50%,84.75%,43.85%,10.01%,6.42%,10.02%,6.65%
23,22-<23 mo,9,0,5,100.00%,42.31%,99.91%,96.41%,100.0000%*,43.8455%#,0.00%,6.42%,0.00%,6.6543%#
24,23-<24 mo,4,0,4,+,+,99.94%,96.36%,+,+,+,+,+,+
,,,,,,,,,,,,,,
,Median survival time (interval = 1 month):  Observed = 21.0002 intervals; Relative = 21.22 intervals.,,,,,,,,,,,,,
,Confidence interval:  Log(-Log()) Transformation.  The level is 95%.,,,,,,,,,,,,,
,Actuarial method.  Ederer II method used for cumulative expected.,,,,,,,,,,,,,
  *,The relative survival is over 100 percent and has been adjusted.,,,,,,,,,,,,,
  #,The relative cumulative survival increased from a prior interval and has been adjusted.,,,,,,,,,,,,,
  +,The statistic could not be calculated.,,,,,,,,,,,,,
  @,The width of the confidence interval is more than 25% larger than if the normal approximation was applied.,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NON-ANALYTIC abstract from facility WITH CoC accredi.../Skin excluding Basal and Squamous/All Included Ages (System Generated),,,,,,,,,,,,,,
,,Alive at, ,Lost to ,Observed,Observed,Expected,Expected,Relative,Relative,SE Obs,SE Obs,SE Rel,SE Rel
,,Start,Died,Follow-up,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum
1,< 1 mo,"1,316",11,85,99.14%,99.14%,99.74%,99.74%,99.39%,99.39%,0.26%,0.26%,0.26%,0.26%
2,1-<2 mo,"1,220",19,73,98.39%,97.54%,99.74%,99.48%,98.66%,98.06%,0.37%,0.44%,0.37%,0.45%
3,2-<3 mo,"1,128",16,60,98.54%,96.12%,99.73%,99.21%,98.81%,96.89%,0.36%,0.56%,0.36%,0.57%
4,3-<4 mo,"1,052",12,43,98.84%,95.00%,99.73%,98.94%,99.10%,96.02%,0.33%,0.64%,0.34%,0.65%
5,4-<5 mo,997,11,55,98.87%,93.93%,99.73%,98.67%,99.13%,95.19%,0.34%,0.71%,0.34%,0.72%
6,5-<6 mo,931,8,53,99.12%,93.10%,99.73%,98.40%,99.39%,94.61%,0.31%,0.76%,0.31%,0.78%
7,6-<7 mo,870,7,55,99.17%,92.32%,99.73%,98.14%,99.44%,94.07%,0.31%,0.81%,0.31%,0.83%
8,7-<8 mo,808,9,44,98.86%,91.26%,99.74%,97.88%,99.12%,93.24%,0.38%,0.88%,0.38%,0.89%
9,8-<9 mo,755,4,50,99.45%,90.76%,99.74%,97.62%,99.71%,92.97%,0.27%,0.91%,0.27%,0.93%
10,9-<10 mo,701,5,36,99.27%,90.10%,99.74%,97.37%,99.52%,92.53%,0.33%,0.95%,0.33%,0.97%
11,10-<11 mo,660,4,46,99.37%,89.53%,99.74%,97.12%,99.63%,92.19%,0.31%,0.98%,0.31%,1.01%
12,11-<12 mo,610,6,42,98.98%,88.62%,99.75%,96.88%,99.23%,91.48%,0.41%,1.04%,0.41%,1.07%
13,12-<13 mo,562,6,33,98.90%,87.65%,99.72%,96.61%,99.17%,90.73%,0.45%,1.10%,0.45%,1.14%
14,13-<14 mo,523,4,36,99.21%,86.95%,99.72%,96.34%,99.48%,90.26%,0.39%,1.15%,0.40%,1.19%
15,14-<15 mo,483,2,41,99.57%,86.58%,99.72%,96.07%,99.85%,90.12%,0.31%,1.17%,0.31%,1.22%
16,15-<16 mo,440,4,45,99.04%,85.75%,99.72%,95.81%,99.32%,89.50%,0.48%,1.23%,0.48%,1.29%
17,16-<17 mo,391,1,45,99.73%,85.52%,99.73%,95.55%,100.00%,89.50%,0.27%,1.25%,0.27%,1.31%
18,17-<18 mo,345,1,56,99.68%,85.25%,99.74%,95.30%,99.94%,89.45%,0.32%,1.28%,0.32%,1.34%
19,18-<19 mo,288,3,44,98.87%,84.28%,99.75%,95.06%,99.12%,88.66%,0.65%,1.38%,0.65%,1.45%
20,19-<20 mo,241,2,51,99.07%,83.50%,99.74%,94.82%,99.33%,88.06%,0.65%,1.47%,0.65%,1.55%
21,20-<21 mo,188,3,49,98.17%,81.97%,99.75%,94.58%,98.41%,86.67%,1.05%,1.69%,1.05%,1.79%
22,21-<22 mo,136,1,41,99.13%,81.26%,99.76%,94.36%,99.37%,86.12%,0.86%,1.82%,0.86%,1.93%
23,22-<23 mo,94,2,48,97.14%,78.94%,99.78%,94.15%,97.36%,83.84%,1.99%,2.39%,2.00%,2.54%
24,23-<24 mo,44,0,44,+,+,99.79%,93.95%,+,+,+,+,+,+
,,,,,,,,,,,,,,
,Median survival time (interval = 1 month):  Observed is greater than 24 intervals; Relative is greater than 24 intervals.,,,,,,,,,,,,,
,Confidence interval:  Log(-Log()) Transformation.  The level is 95%.,,,,,,,,,,,,,
,Actuarial method.  Ederer II method used for cumulative expected.,,,,,,,,,,,,,
  *,The relative survival is over 100 percent and has been adjusted.,,,,,,,,,,,,,
  #,The relative cumulative survival increased from a prior interval and has been adjusted.,,,,,,,,,,,,,
  +,The statistic could not be calculated.,,,,,,,,,,,,,
  @,The width of the confidence interval is more than 25% larger than if the normal approximation was applied.,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NON-ANALYTIC abstract from facility WITH CoC accreditation/Melanoma of the Skin/All Included Ages (System Generated),,,,,,,,,,,,,,
,,Alive at, ,Lost to ,Observed,Observed,Expected,Expected,Relative,Relative,SE Obs,SE Obs,SE Rel,SE Rel
,,Start,Died,Follow-up,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum
1,< 1 mo,"1,171",10,77,99.12%,99.12%,99.76%,99.76%,99.35%,99.35%,0.28%,0.28%,0.28%,0.28%
2,1-<2 mo,"1,084",15,65,98.57%,97.70%,99.76%,99.52%,98.81%,98.18%,0.37%,0.45%,0.37%,0.46%
3,2-<3 mo,"1,004",16,53,98.36%,96.10%,99.75%,99.27%,98.61%,96.81%,0.41%,0.60%,0.41%,0.60%
4,3-<4 mo,935,11,40,98.80%,94.95%,99.76%,99.03%,99.04%,95.88%,0.36%,0.68%,0.36%,0.69%
5,4-<5 mo,884,9,49,98.95%,93.95%,99.76%,98.79%,99.19%,95.10%,0.35%,0.75%,0.35%,0.76%
6,5-<6 mo,826,7,51,99.13%,93.13%,99.76%,98.55%,99.37%,94.50%,0.33%,0.81%,0.33%,0.82%
7,6-<7 mo,768,5,49,99.33%,92.51%,99.76%,98.31%,99.57%,94.10%,0.30%,0.85%,0.30%,0.86%
8,7-<8 mo,714,7,39,98.99%,91.57%,99.77%,98.08%,99.22%,93.37%,0.38%,0.91%,0.38%,0.93%
9,8-<9 mo,668,3,45,99.54%,91.15%,99.76%,97.85%,99.77%,93.15%,0.27%,0.94%,0.27%,0.96%
10,9-<10 mo,620,2,33,99.67%,90.85%,99.77%,97.62%,99.90%,93.06%,0.23%,0.96%,0.23%,0.98%
11,10-<11 mo,585,3,38,99.47%,90.36%,99.77%,97.39%,99.70%,92.78%,0.31%,0.99%,0.31%,1.02%
12,11-<12 mo,544,5,36,99.05%,89.51%,99.78%,97.18%,99.27%,92.11%,0.42%,1.06%,0.42%,1.09%
13,12-<13 mo,503,4,28,99.18%,88.77%,99.75%,96.94%,99.43%,91.58%,0.41%,1.11%,0.41%,1.15%
14,13-<14 mo,471,4,32,99.12%,87.99%,99.75%,96.69%,99.37%,91.00%,0.44%,1.17%,0.44%,1.21%
15,14-<15 mo,435,2,33,99.52%,87.57%,99.75%,96.45%,99.77%,90.80%,0.34%,1.20%,0.34%,1.24%
16,15-<16 mo,400,3,43,99.21%,86.88%,99.75%,96.21%,99.46%,90.30%,0.46%,1.25%,0.46%,1.30%
17,16-<17 mo,354,0,43,100.00%,86.88%,99.76%,95.98%,100.0000%*,90.3014%#,0.00%,1.25%,0.00%,1.3036%#
18,17-<18 mo,311,1,54,99.65%,86.57%,99.78%,95.77%,99.87%,90.3014%#,0.35%,1.29%,0.35%,1.3036%#
19,18-<19 mo,256,3,37,98.74%,85.48%,99.78%,95.56%,98.95%,89.45%,0.72%,1.42%,0.73%,1.48%
20,19-<20 mo,216,2,46,98.96%,84.59%,99.79%,95.35%,99.17%,88.72%,0.73%,1.53%,0.73%,1.61%
21,20-<21 mo,168,2,44,98.63%,83.43%,99.77%,95.13%,98.86%,87.71%,0.96%,1.72%,0.96%,1.81%
22,21-<22 mo,122,1,37,99.03%,82.63%,99.79%,94.93%,99.24%,87.04%,0.96%,1.88%,0.96%,1.98%
23,22-<23 mo,84,2,43,96.80%,79.98%,99.80%,94.75%,96.99%,84.42%,2.23%,2.59%,2.23%,2.73%
24,23-<24 mo,39,0,39,+,+,99.85%,94.61%,+,+,+,+,+,+
,,,,,,,,,,,,,,
,Median survival time (interval = 1 month):  Observed is greater than 24 intervals; Relative is greater than 24 intervals.,,,,,,,,,,,,,
,Confidence interval:  Log(-Log()) Transformation.  The level is 95%.,,,,,,,,,,,,,
,Actuarial method.  Ederer II method used for cumulative expected.,,,,,,,,,,,,,
  *,The relative survival is over 100 percent and has been adjusted.,,,,,,,,,,,,,
  #,The relative cumulative survival increased from a prior interval and has been adjusted.,,,,,,,,,,,,,
  +,The statistic could not be calculated.,,,,,,,,,,,,,
  @,The width of the confidence interval is more than 25% larger than if the normal approximation was applied.,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NON-ANALYTIC abstract from facility WITH CoC accreditation/Other Non-Epithelial Skin/All Included Ages (System Generated),,,,,,,,,,,,,,
,,Alive at, ,Lost to ,Observed,Observed,Expected,Expected,Relative,Relative,SE Obs,SE Obs,SE Rel,SE Rel
,,Start,Died,Follow-up,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum,Interval,Cum
1,< 1 mo,145,1,8,99.29%,99.29%,99.58%,99.58%,99.71%,99.71%,0.71%,0.71%,0.71%,0.71%
2,1-<2 mo,136,4,8,96.97%,96.28%,99.57%,99.15%,97.39%,97.11%,1.49%,1.63%,1.50%,1.65%
3,2-<3 mo,124,0,7,100.00%,96.28%,99.54%,98.69%,100.0000%*,97.1105%#,0.00%,1.63%,0.00%,1.6463%#
4,3-<4 mo,117,1,3,99.13%,95.45%,99.52%,98.22%,99.61%,97.1105%#,0.86%,1.82%,0.87%,1.6463%#
5,4-<5 mo,113,2,6,98.18%,93.71%,99.52%,97.75%,98.66%,95.87%,1.27%,2.16%,1.28%,2.21%
6,5-<6 mo,105,1,2,99.04%,92.81%,99.50%,97.26%,99.53%,95.42%,0.96%,2.32%,0.96%,2.39%
7,6-<7 mo,102,2,6,97.98%,90.94%,99.50%,96.78%,98.47%,93.97%,1.41%,2.62%,1.42%,2.71%
8,7-<8 mo,94,2,5,97.81%,88.95%,99.52%,96.31%,98.29%,92.35%,1.53%,2.92%,1.54%,3.03%
9,8-<9 mo,87,1,5,98.82%,87.90%,99.54%,95.87%,99.27%,91.68%,1.18%,3.07%,1.18%,3.20%
10,9-<10 mo,81,3,3,96.23%,84.58%,99.56%,95.45%,96.65%,88.61%,2.14%,3.50%,2.15%,3.67%
11,10-<11 mo,75,1,8,98.59%,83.39%,99.54%,95.01%,99.05%,87.77%,1.40%,3.65%,1.40%,3.84%
12,11-<12 mo,66,1,6,98.41%,82.06%,99.50%,94.54%,98.90%,86.81%,1.57%,3.82%,1.58%,4.04%
13,12-<13 mo,59,2,5,96.46%,79.16%,99.49%,94.05%,96.96%,84.16%,2.46%,4.20%,2.47%,4.47%
14,13-<14 mo,52,0,4,100.00%,79.16%,99.50%,93.58%,100.0000%*,84.1643%#,0.00%,4.20%,0.00%,4.4686%#
15,14-<15 mo,48,0,8,100.00%,79.16%,99.46%,93.08%,100.0000%*,84.1643%#,0.00%,4.20%,0.00%,4.4686%#
